ep1,econviol,emotvio,physvio,sexvio,sexphys,typevio,physcur,sexcur,emotcur,sexphcur,npsexvio,npsexviocur,npatmpsexvio,npatmpsexcur,nptouching,nptouchingcur,npsexabuse,npsexabusecur,w_religion,earlymarriage,justify,CONTROLLING,CONTROL,CONTROLNUM,anyIPV,diffage,sumdiffage,p_employ,EP3,ageyr5,ageyr10,EM,sQ601a,sQ601b,sQ601c,sQ601d,sQ601e,sQ601f,tQ602a,tQ602b,tQ602c,tQ602d,sQ607a,sQ607b,sQ607c,sQ607d,sQ607e,EP2,FCMAR,edresp,employstatus,SourceIncome,ETHNICITY,Fam_support,mcv1006,mcv1006a,mcv1006b,Q501R,agepartner,edpart,men_alcohol_all,mcv1008,mcv1009,Q513R,Q515R,Q516R,Q702,Q702R,eQ703a,eQ703b,eQ703c,eQ703d,eQ703e,eQ703f,eQ703g,eQ703h,country,weighing,rQ701a,rQ701b,rQ701c,rQ701d,HighIncome,Island,Governance,HDI,LAWDV,Governance1,HDI1,LAWDV1
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,2,1,no,9, Partner at least 9 years older,yes,"living with man, not married",35-39,35-44,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Working,Support from partner/husband,African,yes,no,no,no,46,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,yes,no,no,no,no,no,yes,no,Christian,19 or older,no,no,0,none,no,0,Partner at most 3 years older,yes,"living with man, not married",45-49,45-54,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,higher/tech/vocational,Working,Income from own work,African,yes,yes,yes,yes,47,45-54,secondary,yes,no,no,yes,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,3,Partner at most 3 years older,yes,currently married,40-44,35-44,yes,no,yes,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,currently partnered,no,secondary,Working,Support from partner/husband,African,no,yes,no,no,46,45-54,higher/tech/vocational,no,no,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,19 or older,no,no,0,none,no,3,Partner at most 3 years older,yes,currently married,45-49,45-54,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Income from own work,African,yes,yes,no,yes,50,45-54,higher/tech/vocational,no,no,yes,no,yes,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,3,Partner at most 3 years older,yes,currently married,40-44,35-44,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Income from own work,Indigenous/other,no,no,no,no,47,45-54,secondary,yes,no,yes,no,yes,yes,sometimes,sometimes,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,no,no,yes,no,Christian,19 or older,no,no,0,none,no,2,Partner at most 3 years older,yes,"living with man, not married",45-49,45-54,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,yes,higher/tech/vocational,Working,Income from own work,African,no,no,no,no,49,45-54,secondary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,yes,no,no,no,no,no,yes,no,Christian,not married/cohabitated,yes,no,0,none,no,2,Partner at most 3 years older,yes,currently no partner,15-19,15-24,no,no,yes,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,formerly partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,yes,yes,21,15-24,higher/tech/vocational,yes,no,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,4,Partner 4 to 8 years older,yes,"living with man, not married",40-44,35-44,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,Support from partner/husband,African,no,no,no,no,44,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,18 or younger,no,no,0,none,no,19, Partner at least 9 years older,yes,"living with man, not married",25-29,25-34,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,no,44,35-44,secondary,yes,no,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,19 or older,no,yes,1,1,yes,19, Partner at least 9 years older,yes,"living with man, not married",25-29,25-34,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,yes,44,35-44,secondary,no,no,yes,no,no,no,sometimes,sometimes,no,no,no,yes,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,yes,yes,yes,both,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,no,0,none,yes,9, Partner at least 9 years older,yes,currently no partner,35-39,35-44,yes,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,yes,secondary,Housework/work as unpaid family member,Support from relatives/friends,African,yes,no,no,no,45,45-54,no/primary,yes,no,no,no,yes,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,11, Partner at least 9 years older,yes,"living with man, not married",30-34,25-34,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,currently partnered,yes,higher/tech/vocational,Housework/work as unpaid family member,Support from partner/husband,African,no,yes,no,yes,44,35-44,higher/tech/vocational,no,no,yes,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,4,Partner 4 to 8 years older,yes,"living with man, not married",15-19,15-24,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,yes,higher/tech/vocational,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,no,23,15-24,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,yes,yes,yes,yes,yes,both,no,no,no,no,yes,no,yes,no,no,no,yes,no,Christian,not married/cohabitated,no,yes,5,2,yes,12, Partner at least 9 years older,no,currently no partner,50-54,45-54,no,no,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Housework/work as unpaid family member,Support from relatives/friends,African,no,no,no,no,65,65 and +,secondary,yes,no,no,no,yes,no,frequently,frequently,yes,no,yes,yes,yes,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,not married/cohabitated,no,no,0,none,no,15, Partner at least 9 years older,yes,"regular partner, living apart",30-34,25-34,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,47,45-54,higher/tech/vocational,no,no,no,no,no,no, ,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,no,no,no,no,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,yes,no,yes,physical only,no,no,yes,no,no,no,no,no,yes,no,yes,no,Christian,18 or younger,no,no,0,none,yes,2,Partner at most 3 years older,yes,currently married,55-59,55-64,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Support from relatives/friends,African,no,no,no,no,61,55-64,secondary,yes,yes,no,yes,yes,yes,frequently,frequently,no,no,no,no,no,no,no,no,Jamaica,.9431,no,no,no,no,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,yes,yes,1,1,no,1,Partner at most 3 years older,yes,currently no partner,40-44,35-44,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,no,yes,no,no,no,formerly partnered,yes,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,44,35-44,secondary,yes,no,no,no,yes,yes,frequently,frequently,no,no,no,no,no,no,yes,no,Jamaica,.9431,no,no,yes,no,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,yes,no,yes,no,Christian,not married/cohabitated,no,yes,1,1,no,12, Partner at least 9 years older,yes,"regular partner, living apart",35-39,35-44,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,no/primary,Working,Income from own work,African,no,no,no,no,51,45-54,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,yes,yes,1,1,no,8,Partner 4 to 8 years older,yes,"living with man, not married",25-29,25-34,yes,no,yes,yes,yes,no,yes,yes,no,no,no,no,yes,no,no,no,currently partnered,yes,secondary,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,no,33,25-34,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,yes,9, Partner at least 9 years older,no,currently married,60-64,55-64,yes,yes,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,currently partnered,no,secondary,Working,Support from relatives/friends,African,yes,no,no,no,71,65 and +,secondary,no,yes,no,yes,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,no,no,no,no,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,no,11, Partner at least 9 years older,yes,currently no partner,40-44,35-44,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,Mixed,yes,yes,no,no,54,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,1,1,yes,54, Partner at least 9 years older,no,currently no partner,45-49,45-54,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,higher/tech/vocational,Out of the labor force,Income from own work,African,yes,no,no,yes,99,65 and +,higher/tech/vocational,no,no,no,no,no,no,sometimes,sometimes,no,no,no,yes,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,3,2,yes,39, Partner at least 9 years older,no,currently no partner,55-59,55-64,yes,no,yes,yes,yes,no,yes,yes,no,no,yes,no,no,no,no,no,formerly partnered,yes,higher/tech/vocational,Working,Support from relatives/friends,Mixed,yes,no,yes,no,98,65 and +,no/primary,no,no,no,no,yes,no,sometimes,sometimes,no,no,no,yes,yes,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,3,2,no,-12,Woman is older,no,currently no partner,30-34,25-34,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,yes,secondary,Housework/work as unpaid family member,Support from relatives/friends,African,no,no,yes,no,20,15-24,secondary,no,no,yes,no,no,no,sometimes,sometimes,no,no,yes,yes,no,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,2,1,yes,14, Partner at least 9 years older,yes,currently married,30-34,25-34,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,no,44,35-44,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,yes,yes,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,yes,no,yes,physical only,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,yes,1,1,yes,6,Partner 4 to 8 years older,yes,currently married,50-54,45-54,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Income from own work,African,yes,no,no,no,56,55-64,no/primary,no,no,no,no,yes,yes,rarely/never/NA,rarely/never/NA,no,no,no,no,yes,no,no,no,Jamaica,.9431,no,no,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,no,no,no,no violence,no,no,yes,no,no,no,yes,no,no,no,yes,no,Christian,19 or older,no,yes,1,1,yes,15, Partner at least 9 years older,yes,currently no partner,40-44,35-44,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,yes,secondary,Housework/work as unpaid family member,Support from relatives/friends,African,yes,no,yes,yes,57,55-64,secondary,no,no,yes,no,no,no,sometimes,sometimes,no,no,no,no,no,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,no,-1,Woman is older,yes,currently no partner,55-59,55-64,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,yes,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,54,45-54,secondary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,18 or younger,no,no,0,none,no,3,Partner at most 3 years older,yes,"living with man, not married",40-44,35-44,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Working,Support from partner/husband,African,yes,no,no,no,44,35-44,secondary,yes,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,no,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,no,6,Partner 4 to 8 years older,yes,"regular partner, living apart",40-44,35-44,no,yes,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,secondary,Working,Income from own work,African,yes,no,no,yes,50,45-54,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,1,1,yes,13, Partner at least 9 years older,yes,currently married,30-34,25-34,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Support from partner/husband,African,yes,yes,yes,yes,44,35-44,higher/tech/vocational,yes,no,yes,no,yes,no,sometimes,sometimes,no,no,no,no,no,no,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,no,0,none,no,9, Partner at least 9 years older,yes,"regular partner, living apart",35-39,35-44,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,not married/cohabitated,higher/tech/vocational,Working,Income from own work,African,yes,no,no,no,44,35-44,higher/tech/vocational,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Not christian,19 or older,no,yes,2,1,no,3,Partner at most 3 years older,yes,currently married,45-49,45-54,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Working,Support from partner/husband,African,yes,no,no,no,52,45-54,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,yes,yes,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,yes,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,not married/cohabitated,no,yes,3,2,yes,8,Partner 4 to 8 years older,yes,currently no partner,20-24,15-24,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,not married/cohabitated,secondary,Not working,Support from relatives/friends,African,no,no,no,no,29,25-34,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,yes,yes,yes,no,no,no,Jamaica,.9431,no,no,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,8,Partner 4 to 8 years older,no,"living with man, not married",35-39,35-44,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,yes,secondary,Working,Income from own work,African,yes,no,no,no,44,35-44,secondary,no,no,no,no,no,no,sometimes,sometimes,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,36, Partner at least 9 years older,no,currently no partner,60-64,55-64,yes,no,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,secondary,Working,Income from own work,African,yes,no,no,no,99,65 and +,no/primary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,11, Partner at least 9 years older,yes,currently married,30-34,25-34,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,higher/tech/vocational,Housework/work as unpaid family member,Support from partner/husband,African,yes,no,no,no,44,35-44,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,yes,2,1,no,54, Partner at least 9 years older,yes,currently married,40-44,35-44,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Housework/work as unpaid family member,Support from relatives/friends,African,yes,no,no,yes,98,65 and +,no/primary,yes,no,no,no,no,no,sometimes,sometimes,no,no,no,yes,yes,no,no,no,Jamaica,.9431,no,no,no,no,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,no,no,no,no,no,no,Christian,19 or older,no,no,0,none,no,1,Partner at most 3 years older,yes,currently married,45-49,45-54,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,currently partnered,no,secondary,Working,Income from own work,African,yes,no,no,no,48,45-54,secondary,no,no,no,no,no,no,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,no,no,no,no,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
yes,no,no,no,no,no,no violence,no,no,no,no,no,no,yes,no,yes,no,yes,no,Christian,19 or older,no,no,0,none,no,11, Partner at least 9 years older,no,currently no partner,60-64,55-64,yes,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,formerly partnered,no,higher/tech/vocational,Out of the labor force,Income from own work,African,yes,yes,yes,no,72,65 and +,secondary,no,no,no,no,yes,yes,rarely/never/NA,rarely/never/NA,no,no,no,no,no,no,no,no,Jamaica,.9431,yes,yes,yes,yes,no,yes,.56,.732,15,60 to 69th,97-100th,40-49th
